,image path,A,B,D,Head size QC,IED,IED QC,eye openness,eye openness QC,mouth closed,mouth closed QC,left crop,left crop QC,right crop,right crop QC,up crop,up crop QC,down crop,down crop QC
0,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jeff_George/Jeff_George_0001.jpg,250,250,0.308,11.0,42.04759208325728,20,0.07899691597789896,100,0.09090909090909091,86,2.4496051948956445,100,2.497170344311094,100,3.2582127349582843,100,2.6874309419728912,100
1,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Marsha_Sharp/Marsha_Sharp_0001.jpg,250,250,0.36188395930187345,29.0,41.593268686170845,19,0.07815840000763326,100,0.06631960158250583,90,2.3321081286465732,100,2.692743406272332,100,3.3418869059986975,100,2.6687010544306147,100
2,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Javier_Camara/Javier_Camara_0001.jpg,250,250,0.3480229877464993,23.0,42.0,20,0.05746746825404545,98,0.03448048095242727,94,2.5,100,2.4523809523809526,100,3.2142857142857144,100,2.738095238095238,100
3,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Robbie_Mc_Ewen/Robbie_Mc_Ewen_0001.jpg,250,250,0.35743530883224167,27.0,41.012193308819754,19,0.055954181094590126,97,0.12360682612216445,78,2.4382992454708536,100,2.6577461775632307,100,3.3404699662950694,100,2.755278147382065,100
4,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Julian_Battle/Julian_Battle_0001.jpg,250,250,0.34836762191684806,23.0,47.01063709417264,24,0.057410616663949914,98,0.016238174542072156,96,2.1909934935293127,100,2.127178149057585,100,2.9142340642088915,100,2.403711308435071,100
5,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Laura_Gobai/Laura_Gobai_0001.jpg,250,250,0.28869360921225806,8.0,37.013511046643494,16,0.09698863814963558,100,0.02771103947132445,95,2.917853425574816,100,2.836801941531071,100,3.6473167819685197,100,3.1069735550102204,100
6,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Elva_Hsiao/Elva_Hsiao_0001.jpg,250,250,0.29610808837314795,9.0,42.0,20,0.08216948836105922,100,0.09456006471770236,85,2.4523809523809526,100,2.5,100,3.2142857142857144,100,2.738095238095238,100
7,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Pauline_Phillips/Pauline_Phillips_0001.jpg,250,250,0.352,25.0,43.01162633521314,21,0.06912230148066158,99,0.18217294933956135,57,2.4412004136202046,100,2.371451830373913,100,3.1386862460831204,100,2.6736956911078433,100
8,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Dan_Bylsma/Dan_Bylsma_0001.jpg,250,250,0.3286091903766539,16.0,35.05709628591621,15,0.06086257045055822,98,0.08607267257206742,87,3.0236388985411864,100,3.109213584348956,100,3.8793857566188805,100,3.251838060695238,100
9,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Eloy_Gutierrez/Eloy_Gutierrez_0001.jpg,250,250,0.34402325502791237,21.0,42.01190307520001,20,0.05813560481071926,98,0.016443232156016348,96,2.4278833505214736,100,2.5230944623066294,100,3.308586134534165,100,2.642108352038074,100
10,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hugh_Campbell/Hugh_Campbell_0001.jpg,250,250,0.31240998703626616,12.0,40.01249804748511,18,0.06401843996644799,99,0.025607375986579195,95,2.5991878806611193,100,2.6491722629815255,100,3.423930188947821,100,2.824117601102947,100
11,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jennifer_Murray/Jennifer_Murray_0001.jpg,250,250,0.35608987629529715,27.0,41.30375285612676,19,0.0572778936221628,98,0.08986495300827686,86,2.445298381283003,100,2.614774506718459,100,3.3653116336469058,100,2.6874071319050827,100
12,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Porter_Goss/Porter_Goss_0001.jpg,250,250,0.29243802762294785,8.0,38.0,17,0.08206867005321267,100,0.05471244670214178,92,2.8157894736842106,100,2.763157894736842,100,3.6315789473684212,100,2.9473684210526314,100
13,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Reggie_Miller/Reggie_Miller_0002.jpg,250,250,0.3320963715550051,17.0,37.013511046643494,16,0.07326502848334472,100,0.12044696487560029,79,2.809784780183156,100,2.9448705869227307,100,3.7553854273601797,100,2.9989049096185605,100
14,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Reggie_Miller/Reggie_Miller_0001.jpg,250,250,0.31622776601683794,13.0,38.0,17,0.0758946638440411,100,0.1644384383287557,64,2.8157894736842106,100,2.763157894736842,100,3.6578947368421053,100,2.9210526315789473,100
15,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Christian_Bale/Christian_Bale_0001.jpg,250,250,0.34548516610702695,22.0,39.01281840626232,18,0.0810454478133106,100,0.02315584223237446,95,2.665790482425283,100,2.7426882848029357,100,3.5629315101645616,100,2.845218687973139,100
16,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Greg_Kinnear/Greg_Kinnear_0001.jpg,250,250,0.3328663395418648,18.0,41.012193308819754,19,0.04806734145008877,94,0.08411784753765536,87,2.535831215289688,100,2.5602142077443966,100,3.316086973840361,100,2.779661139836773,100
17,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Chris_Kolanas/Chris_Kolanas_0001.jpg,250,250,0.324,15.0,44.01136216933077,21,0.037037037037037035,85,0.08641975308641975,87,2.3403047513892976,100,2.3403047513892976,100,3.1128325334012987,100,2.5675188049222393,100
18,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Simon_Cowell/Simon_Cowell_0002.jpg,250,250,0.34115099296352636,20.0,46.010868281309364,23,0.046900054023030845,94,0.023450027011515422,95,2.1951335363307725,100,2.238601527149204,100,2.999291366471749,100,2.4342074858321436,100
19,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Simon_Cowell/Simon_Cowell_0001.jpg,250,250,0.3122306839501845,12.0,39.01281840626232,18,0.0768662442024088,100,0.012811040700401465,96,2.717055684010385,100,2.6914230832178343,100,3.5116663085794597,100,2.8964838895582403,100
20,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Laura_Morante/Laura_Morante_0001.jpg,250,250,0.3081038785864274,11.0,45.0,22,0.0789702818180125,100,0.06491317179049962,90,2.311111111111111,100,2.2444444444444445,100,3.0444444444444443,100,2.511111111111111,100
21,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Laura_Morante/Laura_Morante_0001.jpg,250,250,0.31622776601683794,13.0,49.03060268852505,26,0.08,100,0.1414213562373095,73,0.4486993590464023,1,3.6711765740160187,100,1.4276797787840074,2,3.6711765740160187,100
22,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Pete_Rose/Pete_Rose_0002.jpg,250,250,0.2881110896859057,8.0,39.0,18,0.05553413448070657,97,0.06941766810088322,90,2.6923076923076925,100,2.717948717948718,100,3.358974358974359,100,3.051282051282051,100
23,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Pete_Rose/Pete_Rose_0001.jpg,250,250,0.30802597293085526,11.0,43.04648650006177,21,0.05194367165781708,96,0.041065078117659096,93,2.4159927663283454,100,2.392762066652111,100,3.136144456291602,100,2.67153046276692,100
24,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0009.jpg,250,250,0.32409875038327435,15.0,37.013511046643494,16,0.0493676695176351,95,0.02468383475881755,95,2.8638191028789857,100,2.8908362642269005,100,3.7553854273601797,100,2.9989049096185605,100
