,image path,A,B,D,Head size QC,IED,IED QC,eye openness,eye openness QC,mouth closed,mouth closed QC,left crop QC,right crop QC,up crop QC,down crop QC
0,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jeff_George/Jeff_George_0001.jpg,250,250,0.308,11.0,42.04759208325728,20,0.07899691597789896,100,0.09090909090909091,86,100,100,100,100
1,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Marsha_Sharp/Marsha_Sharp_0001.jpg,250,250,0.36188395930187345,29.0,41.593268686170845,19,0.07815840000763326,100,0.06631960158250583,90,100,100,100,100
2,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Javier_Camara/Javier_Camara_0001.jpg,250,250,0.3480229877464993,23.0,42.0,20,0.05746746825404545,98,0.03448048095242727,94,100,100,100,100
3,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Robbie_Mc_Ewen/Robbie_Mc_Ewen_0001.jpg,250,250,0.35743530883224167,27.0,41.012193308819754,19,0.055954181094590126,97,0.12360682612216445,78,100,100,100,100
4,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Julian_Battle/Julian_Battle_0001.jpg,250,250,0.34836762191684806,23.0,47.01063709417264,24,0.057410616663949914,98,0.016238174542072156,96,100,100,100,100
5,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Laura_Gobai/Laura_Gobai_0001.jpg,250,250,0.28869360921225806,8.0,37.013511046643494,16,0.09698863814963558,100,0.02771103947132445,95,100,100,100,100
6,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Elva_Hsiao/Elva_Hsiao_0001.jpg,250,250,0.29610808837314795,9.0,42.0,20,0.08216948836105922,100,0.09456006471770236,85,100,100,100,100
7,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Pauline_Phillips/Pauline_Phillips_0001.jpg,250,250,0.352,25.0,43.01162633521314,21,0.06912230148066158,99,0.18217294933956135,57,100,100,100,100
8,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Dan_Bylsma/Dan_Bylsma_0001.jpg,250,250,0.3286091903766539,16.0,35.05709628591621,15,0.06086257045055822,98,0.08607267257206742,87,100,100,100,100
9,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Eloy_Gutierrez/Eloy_Gutierrez_0001.jpg,250,250,0.34402325502791237,21.0,42.01190307520001,20,0.05813560481071926,98,0.016443232156016348,96,100,100,100,100
10,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hugh_Campbell/Hugh_Campbell_0001.jpg,250,250,0.31240998703626616,12.0,40.01249804748511,18,0.06401843996644799,99,0.025607375986579195,95,100,100,100,100
11,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jennifer_Murray/Jennifer_Murray_0001.jpg,250,250,0.35608987629529715,27.0,41.30375285612676,19,0.0572778936221628,98,0.08986495300827686,86,100,100,100,100
12,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Porter_Goss/Porter_Goss_0001.jpg,250,250,0.29243802762294785,8.0,38.0,17,0.08206867005321267,100,0.05471244670214178,92,100,100,100,100
13,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Reggie_Miller/Reggie_Miller_0002.jpg,250,250,0.3320963715550051,17.0,37.013511046643494,16,0.07326502848334472,100,0.12044696487560029,79,100,100,100,100
14,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Reggie_Miller/Reggie_Miller_0001.jpg,250,250,0.31622776601683794,13.0,38.0,17,0.0758946638440411,100,0.1644384383287557,64,100,100,100,100
15,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Christian_Bale/Christian_Bale_0001.jpg,250,250,0.34548516610702695,22.0,39.01281840626232,18,0.0810454478133106,100,0.02315584223237446,95,100,100,100,100
16,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Greg_Kinnear/Greg_Kinnear_0001.jpg,250,250,0.3328663395418648,18.0,41.012193308819754,19,0.04806734145008877,94,0.08411784753765536,87,100,100,100,100
17,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Chris_Kolanas/Chris_Kolanas_0001.jpg,250,250,0.324,15.0,44.01136216933077,21,0.037037037037037035,85,0.08641975308641975,87,100,100,100,100
18,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Simon_Cowell/Simon_Cowell_0002.jpg,250,250,0.34115099296352636,20.0,46.010868281309364,23,0.046900054023030845,94,0.023450027011515422,95,100,100,100,100
19,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Simon_Cowell/Simon_Cowell_0001.jpg,250,250,0.3122306839501845,12.0,39.01281840626232,18,0.0768662442024088,100,0.012811040700401465,96,100,100,100,100
20,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Laura_Morante/Laura_Morante_0001.jpg,250,250,0.3081038785864274,11.0,45.0,22,0.0789702818180125,100,0.06491317179049962,90,100,100,100,100
21,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Laura_Morante/Laura_Morante_0001.jpg,250,250,0.31622776601683794,13.0,49.03060268852505,26,0.08,100,0.1414213562373095,73,99,100,2,100
22,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Pete_Rose/Pete_Rose_0002.jpg,250,250,0.2881110896859057,8.0,39.0,18,0.05553413448070657,97,0.06941766810088322,90,100,100,100,100
23,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Pete_Rose/Pete_Rose_0001.jpg,250,250,0.30802597293085526,11.0,43.04648650006177,21,0.05194367165781708,96,0.041065078117659096,93,100,100,100,100
24,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0009.jpg,250,250,0.32409875038327435,15.0,37.013511046643494,16,0.0493676695176351,95,0.02468383475881755,95,100,100,100,100
25,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0004.jpg,250,250,0.332,17.0,35.05709628591621,15,0.03809973084540216,86,0.15708921458319636,67,100,100,100,100
26,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0008.jpg,250,250,0.3582401429209183,28.0,33.13608305156178,14,0.04603733788178884,93,0.056934094230957195,92,100,100,100,100
27,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0011.jpg,250,250,0.328219438790575,16.0,37.0,16,0.036560905850724974,84,0.027250890267063607,95,100,100,100,100
28,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0013.jpg,250,250,0.31622776601683794,13.0,38.01315561749642,17,0.03794733192202055,86,0.02529822128134703,95,100,100,100,100
29,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0005.jpg,250,250,0.32022492095400695,14.0,38.05259518088089,17,0.06369297552984819,99,0.012491220196364759,96,100,100,100,100
30,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0006.jpg,250,250,0.32409875038327435,15.0,38.01315561749642,17,0.03702575213822632,85,0.012341917379408774,96,100,100,100,100
31,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0001.jpg,250,250,0.3360238086802779,19.0,39.05124837953327,18,0.05951959201506977,98,0.011903918403013953,96,100,100,100,100
32,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0010.jpg,250,250,0.2884441020371191,8.0,34.52535300326414,15,0.05717718748968656,98,0.08770580193070293,87,100,100,100,100
33,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0007.jpg,250,250,0.3240246904172582,15.0,37.013511046643494,16,0.03703421484500817,85,0.08641316797168573,87,100,100,100,100
34,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0003.jpg,250,250,0.42801869118065394,78.0,50.0,27,0.04672693135159977,94,0.009345386270319955,96,100,100,100,100
35,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0012.jpg,250,250,0.3280243893371345,16.0,38.01315561749642,17,0.04877686086797539,95,0.08535950651895693,87,100,100,100,100
36,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Asmaa_Assad/Asmaa_Assad_0001.jpg,250,250,0.30402631465055785,10.0,41.0,19,0.08002942162805392,100,0.013156755870285523,96,100,100,100,100
37,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jessica_Lange/Jessica_Lange_0002.jpg,250,250,0.28002856997099423,6.0,37.013511046643494,16,0.08688774193187904,100,0.14284256782850144,72,100,100,100,100
38,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jessica_Lange/Jessica_Lange_0001.jpg,250,250,0.3362142174269256,19.0,48.093658625644196,25,0.05948588418735414,98,0.016825148837502295,95,100,100,100,100
39,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ronald_Kadish/Ronald_Kadish_0001.jpg,250,250,0.3002399040767233,10.0,45.0111097397076,22,0.05329071779849544,97,0.039968038348871575,94,100,100,100,100
