,image paths,A,B,D,T,Head size QC,IED,IED QC,eye openness,eye openness QC,mouth closed,mouth closed QC,left crop QC,right crop QC,up crop QC,down crop QC
0,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_min/025_03.jpg,675,675,0.9941107792528013,671.0247759956409,0.0,230.62740513651016,100,0.4709215088684785,100,0.05680600548397554,92,100,2,0,100
1,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_min/066_03.jpg,675,675,1.1798911856084626,796.4265502857122,0.0,228.1074308302998,100,0.27121145060082635,100,0.040257873211610826,93,100,0,0,100
2,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_min/062_03.jpg,675,675,1.084765435189892,732.2166687531771,0.0,221.0814329607984,100,0.546286389083606,100,0.05606093558815813,92,100,0,0,100
3,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_min/082_03.jpg,675,675,1.0348763204500613,698.5415163037914,0.0,203.62956563328422,100,0.5726216562138341,100,0.05559150712096971,92,100,2,0,100
4,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_min/113_03.jpg,675,675,1.1872354950528163,801.383959160651,0.0,190.06577808748213,100,0.2283549575807201,100,0.029974176578337584,94,100,0,0,100
5,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_min/102_03.jpg,675,675,1.2457808080370822,840.9020454250305,0.0,164.00304875214974,99,0.19621786021058069,100,0.023813694476601307,95,100,0,0,100
6,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_min/030_03.jpg,675,675,1.1314799660534194,763.7489770860581,0.0,217.51781536232843,100,0.32995134207767984,100,0.03982173929388336,94,100,0,0,100
7,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_min/038_03.jpg,675,675,1.0915060510751224,736.7665844757076,0.0,214.03737991294884,100,0.2687418297355319,100,0.04216321666667875,93,100,0,0,100
8,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_min/144_03.jpg,675,675,0.9103730825984971,614.5018307539856,0.0,199.42417105255822,100,0.40195160964278054,100,0.037569933246420446,94,100,0,0,100
9,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_min/032_03.jpg,675,675,1.1681596561118486,788.5077678754978,0.0,211.19185590358356,100,0.5072873296831724,100,0.034335708339701024,94,100,2,0,100
