,image paths,A,B,D,T,Head size QC,IED,IED QC,eye openness,eye openness QC,mouth closed,mouth closed QC,left crop QC,right crop QC,up crop QC,down crop QC
0,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Ellen_Saracini/Ellen_Saracini_0001.jpg,250,250,3.867908995827073,966.9772489567683,0.0,188.01063799689632,100,0.23475216220950482,100,0.023875218146174354,95,100,0,0,100
1,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Pinar_del_Rio/Pinar_del_Rio_0001.jpg,250,250,2.679738046899361,669.9345117248401,0.0,195.0102561405425,100,0.3403317727474318,100,0.05094840724636527,92,100,0,0,100
2,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Lee_Ann_Knight/Lee_Ann_Knight_0001.jpg,250,250,1.8078506575489028,451.9626643872257,0.0,232.01939574095957,100,0.528804741701481,100,0.06043198414304087,91,100,0,0,100
3,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Tanya_Holyk/Tanya_Holyk_0001.jpg,250,250,3.297593061613273,824.3982654033183,0.0,241.16799124261908,100,0.2486662194754963,100,0.08412701293551224,87,100,0,0,100
4,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Odai_Hussein/Odai_Hussein_0001.jpg,250,250,1.1352391818467156,283.8097954616789,0.0,192.26024029944412,100,0.8597307207211804,100,0.13527618938751135,75,100,0,0,100
5,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Amporn_Falise/Amporn_Falise_0001.jpg,250,250,2.891635523367355,722.9088808418388,0.0,26.248809496813376,10,0.33337534838325916,100,0.05850885649081828,91,100,0,0,100
6,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Sterling_Hitchcock/Sterling_Hitchcock_0001.jpg,250,250,3.420297647866337,855.0744119665843,0.0,227.31695933211847,100,0.25845703824971494,100,0.03042919224149604,94,100,0,0,100
7,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Ramon_Ponce_de_Leon/Ramon_Ponce_de_Leon_0001.jpg,250,250,2.3042222115065205,576.0555528766301,0.0,208.61447696648477,100,0.4270421468407998,100,0.08015474426361352,88,100,0,0,100
8,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Rosalyn_Carter/Rosalyn_Carter_0001.jpg,250,250,3.1065485671400666,776.6371417850166,0.0,489.3270889701489,100,0.2871353789331509,100,0.2980097724991179,16,100,0,0,8
9,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Marsah_Ambrosius/Marsah_Ambrosius_0001.jpg,250,250,1.9750372148392545,493.75930370981365,0.0,198.12369873389704,100,0.4698645640839373,100,0.16217408821471263,65,100,0,0,100
10,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Ornella_Muti/Ornella_Muti_0001.jpg,250,250,3.06255448931117,765.6386223277924,0.0,24.698178070456937,9,0.29779061994914163,100,0.07445911111645798,89,100,0,0,100
11,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Christian_Gimenez/Christian_Gimenez_0001.jpg,250,250,1.8858228973050466,471.45572432626165,0.0,15.297058540778355,6,0.4878506891154704,100,0.14501183252838615,71,100,0,0,100
12,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Justin_Gatlin/Justin_Gatlin_0002.jpg,250,250,2.241931310276923,560.4828275692307,0.0,210.23796041628637,100,0.4228497080416363,100,0.09456132711479631,85,100,0,0,100
13,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Justin_Gatlin/Justin_Gatlin_0001.jpg,250,250,3.807048725719176,951.7621814297939,0.0,231.5534495532295,100,0.25216383323768726,100,0.02930632452747881,95,100,0,0,100
14,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Rey_Sanchez/Rey_Sanchez_0001.jpg,250,250,1.8259112793342396,456.4778198335599,0.0,38.2099463490856,17,0.46880700595272795,100,0.052758728050282394,92,100,0,0,100
15,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/John_Abizaid/John_Abizaid_0001.jpg,250,250,2.3881658233883174,597.0414558470793,0.0,209.02152999152983,100,0.37518332739925064,100,0.03981252627472084,94,100,0,0,100
16,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/John_Abizaid/John_Abizaid_0002.jpg,250,250,3.892166491814039,973.0416229535097,0.0,222.0,100,0.22712286379814917,100,0.7929736805569265,0,100,0,0,100
17,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/John_Abizaid/John_Abizaid_0005.jpg,250,250,3.9520425098928276,988.0106274732069,0.0,206.6204249342257,100,0.22671820906711299,100,0.023693469655592415,95,100,0,0,100
18,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/John_Abizaid/John_Abizaid_0006.jpg,250,250,2.9736576803660504,743.4144200915126,0.0,198.2826265712657,100,0.33225075183448133,100,0.0353084481379608,94,100,0,0,100
19,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/John_Abizaid/John_Abizaid_0009.jpg,250,250,3.0109832281166895,752.7458070291724,0.0,193.04144632694815,100,1.0866882184682813,100,0.09068691187124539,86,100,0,0,100
20,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/John_Abizaid/John_Abizaid_0003.jpg,250,250,3.1382115926113077,784.552898152827,0.0,193.5071058126807,100,0.28933676815732257,100,0.032093892818841556,94,100,0,0,100
21,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/John_Rowland/John_Rowland_0001.jpg,250,250,1.8898137474365033,472.4534368591258,0.0,24.020824298928627,9,0.45083807923173486,100,0.0,97,100,0,0,100
22,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/John_Rowland/John_Rowland_0002.jpg,250,250,3.233481096279983,808.3702740699957,0.0,233.00214591286493,100,0.26596722677284323,100,0.10480726597396439,83,100,0,0,100
23,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Ricardo_Monasterio/Ricardo_Monasterio_0001.jpg,250,250,2.4745892588468092,618.6473147117023,0.0,185.02432272541898,100,0.3669295810421241,100,0.10350201294281522,83,100,0,0,100
24,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Ricardo_Monasterio/Ricardo_Monasterio_0002.jpg,250,250,3.5113370672722377,877.8342668180594,0.0,18.439088914585774,7,0.26086928780995366,100,0.06038660727490268,91,100,0,0,100
25,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Ray_Allen/Ray_Allen_0003.jpg,250,250,2.606211810271759,651.5529525679398,0.0,22.825424421026653,9,0.34839839049970367,100,0.07061723548326894,90,100,0,0,100
26,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Ray_Allen/Ray_Allen_0001.jpg,250,250,2.5010365850982668,625.2591462745667,0.0,224.0089283934906,100,0.3838408465193568,100,0.05936965913688569,91,100,0,0,100
27,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Jodie_Kidd/Jodie_Kidd_0001.jpg,250,250,3.448037122769997,862.0092806924993,0.0,256.12496949731394,100,0.25869791079378157,100,0.037285349566255614,94,100,0,0,100
28,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Sid_Caesar/Sid_Caesar_0001.jpg,250,250,3.1914711341323456,797.8677835330864,0.0,364.0219773585106,100,0.24816141732559283,100,1.088106010582245,0,4,0,0,78
29,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Jamie_Carey/Jamie_Carey_0001.jpg,250,250,3.0263806766499157,756.5951691624789,0.0,220.00227271553356,100,0.31588887920678055,100,0.07826045920686307,88,100,0,0,100
30,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/John_Brady/John_Brady_0001.jpg,250,250,3.014686716725305,753.6716791813262,0.0,186.01075237738274,100,0.289250619363596,100,0.06502858522242547,90,100,0,0,100
31,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Kate_Lee/Kate_Lee_0001.jpg,250,250,2.890249816192365,722.5624540480912,0.0,265.31867631209076,100,0.3335351825296473,100,0.04234113869348721,93,100,0,0,100
32,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Ruth_Pearce/Ruth_Pearce_0001.jpg,250,250,2.404909145893042,601.2272864732605,0.0,23.769728648009426,9,0.3526120732869111,100,0.06704833537738242,90,100,0,0,100
33,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Luciano_Pavarotti/Luciano_Pavarotti_0003.jpg,250,250,1.495962566376579,373.99064159414473,0.0,200.63897926375125,100,0.7005522889108087,100,0.07864069061819526,88,100,0,0,100
34,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Luciano_Pavarotti/Luciano_Pavarotti_0002.jpg,250,250,1.6277899127344413,406.9474781836103,0.0,204.70710783946902,100,0.722451952060876,100,0.10881792374933692,82,100,0,0,100
35,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Rod_Paige/Rod_Paige_0001.jpg,250,250,1.7058217960853943,426.45544902134856,0.0,7.0,4,0.4596025222559371,100,0.07576638759559974,89,100,0,0,100
36,/home/jing/FIQA_repo/datasets/archive/lfw-deepfunneled/lfw-deepfunneled/Augustin_Calleri/Augustin_Calleri_0004.jpg,250,250,3.4165626000411584,854.1406500102896,0.0,200.0024999843752,100,0.2657641923461498,100,0.08676326229609006,87,100,0,0,100
