,image paths,A,B,D,T,Head size QC,IED,IED QC,eye openness,eye openness QC,mouth closed,mouth closed QC,left crop QC,right crop QC,up crop QC,down crop QC
0,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/025_03.jpg,2025,2025,0.3270897664056516,662.3567769714446,16.0,211.0213259365034,100,0.6039041403470757,100,0.05905459986393741,91,100,100,100,100
1,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/066_03.jpg,2025,2025,0.39150575550301037,792.799154893596,47.0,229.01964981197574,100,0.27245235904545084,100,0.04054030224627326,93,100,100,100,100
2,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/062_03.jpg,2025,2025,0.36389030774914743,736.8778731920236,30.0,220.08180297334897,100,0.5428307926621155,100,0.05590432464696495,92,100,100,100,100
3,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/082_03.jpg,2025,2025,0.40016647960655216,810.3371212032681,54.0,203.62956563328422,100,0.49362171562132157,100,0.04768306567931604,93,100,100,100,100
4,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/113_03.jpg,2025,2025,0.4203861602154088,851.2819744362029,71.0,190.04210059878838,100,0.2137952000223394,100,0.028290495841327656,95,100,100,100,100
5,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/102_03.jpg,2025,2025,0.4132009316386235,836.7318865682125,65.0,196.02295783912658,100,0.19480553163634193,100,0.022832849424324304,95,100,100,100,100
6,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/030_03.jpg,2025,2025,0.3773222461334893,764.0775484203158,38.0,215.52262062252305,100,0.3271919198736567,100,0.0418191722599388,93,100,100,100,100
7,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/038_03.jpg,2025,2025,0.40644292870033366,823.0469306181757,59.0,213.03755537463343,100,0.24056951388092265,100,0.03766492389044749,94,100,100,100,100
8,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/144_03.jpg,2025,2025,0.30404086473991276,615.6827510983234,10.0,198.4263087395419,100,0.4011806398008941,100,0.037497871623081214,94,100,100,100,100
9,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/032_03.jpg,2025,2025,0.3981132150432517,806.1792604625847,52.0,210.23796041628637,100,0.4961675642343869,100,0.033514273434309634,94,100,100,100,100
10,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/126_03.jpg,2025,2025,0.37020481896726765,749.664758408717,34.0,13.45362404707371,6,0.2907966495086947,100,0.0483169845537833,93,100,100,100,100
11,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/134_03.jpg,2025,2025,0.3859872150254266,781.6241104264889,44.0,197.0101520226813,100,0.5117549403404946,100,0.029453708706453537,94,100,100,100,100
12,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/021_03.jpg,2025,2025,0.4001481969031407,810.3000987288599,54.0,16.278820596099706,6,0.18758482226331527,100,0.01745296050921888,95,100,100,100,100
13,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/017_03.jpg,2025,2025,0.384126195414948,777.8555457152697,42.0,187.04277585621958,100,0.5142342973619656,100,0.027119460966664777,95,100,100,100,100
14,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/044_03.jpg,2025,2025,0.3525165045682101,713.8459217506254,25.0,192.01041638411183,100,0.30538803032646034,100,0.033882344225740414,94,100,100,100,100
15,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/100_03.jpg,2025,2025,0.39717904836981727,804.28757294888,52.0,209.19369015340783,100,0.2548839580454759,100,0.03235064737742646,94,100,100,100,100
16,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/004_03.jpg,2025,2025,0.3535445529952324,715.9277198153457,25.0,147.41099009232656,98,0.23466056048693168,100,0.028248310348107288,95,100,100,100,100
17,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/139_03.jpg,2025,2025,0.3682670316697455,745.7407391312346,33.0,194.12624758130983,100,0.2963496405700704,100,0.030870955089918103,94,100,100,100,100
18,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/090_03.jpg,2025,2025,0.39342407484453257,796.6837515601784,49.0,204.15680248279753,100,0.2384886093483333,100,0.030124876970315784,94,100,100,100,100
19,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/124_03.jpg,2025,2025,0.3764650799331646,762.3417868646583,37.0,226.2211307548435,100,0.29514320725533727,100,0.035417184870640474,94,100,100,100,100
20,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/136_03.jpg,2025,2025,0.35482864651682944,718.5280091965797,26.0,243.16660954991332,100,0.36324262472639934,100,0.02644294969272639,95,100,100,100,100
21,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/120_03.jpg,2025,2025,0.36758325806269604,744.3560975769594,32.0,234.03418553707064,100,0.31436566552181244,100,0.03771224254978859,94,100,100,100,100
22,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/125_03.jpg,2025,2025,0.4083222799284066,826.8526168550234,61.0,214.05840324546944,100,0.23583404832374186,100,0.023010506591619618,95,100,100,100,100
23,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/024_03.jpg,2025,2025,0.3612430064076019,731.5170879753938,29.0,181.04419349981927,100,0.28297356740210955,100,0.031471211328992305,94,100,100,100,100
24,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/105_03.jpg,2025,2025,0.36557229542935826,740.2838982444505,31.0,195.25624189766637,100,0.16480163932961048,100,0.029749013314717646,94,100,100,100,100
25,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/014_03.jpg,2025,2025,0.38697936050057885,783.6332050136722,44.0,184.0108692441835,100,0.24501258850644306,100,0.024279595949623513,95,100,100,100,100
26,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/127_03.jpg,2025,2025,0.36577261412399803,740.689543601096,31.0,172.74258305351347,99,0.34562388818853196,100,0.03442076074681905,94,100,100,100,100
27,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/001_03.jpg,2025,2025,0.3642849026814003,737.6769279298356,31.0,205.47749268472205,100,0.34161296152666043,100,0.03391727605824401,94,100,100,100,100
28,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/033_03.jpg,2025,2025,0.4205936391546634,851.7021192881934,71.0,205.0219500443794,100,0.22660504844263973,100,0.021166738897381833,95,100,100,100,100
29,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/117_03.jpg,2025,2025,0.38656605915645814,782.7962697918277,44.0,190.09471323527123,100,0.5109886383418429,100,0.03451538186225356,94,100,100,100,100
30,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/068_03.jpg,2025,2025,0.4011276590714272,812.2835096196401,55.0,201.30076999355964,100,0.23021518692108453,100,0.02474474860588231,95,100,100,100,100
31,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/114_03.jpg,2025,2025,0.43234173063323883,875.4920045323087,83.0,245.13057744802055,100,0.4568859543311096,100,0.050464703092692374,92,100,100,100,100
32,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/008_03.jpg,2025,2025,0.3860895524470507,781.8313437052776,44.0,219.73848092675985,100,0.20081057284802767,100,0.035836183440102046,94,100,100,100,100
33,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/016_03.jpg,2025,2025,0.38691365903234914,783.5001595405071,44.0,199.00251254695254,100,0.5105295705805405,100,0.03582811994792594,94,100,100,100,100
34,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/137_03.jpg,2025,2025,0.37966903338613345,768.8297926069203,39.0,213.03755537463343,100,0.2484294987481743,100,0.05464395823261163,92,100,100,100,100
35,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/029_03.jpg,2025,2025,0.3683368040521152,745.8820282055333,33.0,184.04347312523745,100,0.29897489357197743,100,0.0221113016252029,95,100,100,100,100
36,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/131_03.jpg,2025,2025,0.34906577257050986,706.8581894552825,23.0,187.00267377767625,100,0.28435689505824946,100,0.031155776185484017,94,100,100,100,100
37,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/022_03.jpg,2025,2025,0.3270031767118437,662.1814328414835,16.0,155.05160431288675,99,0.3080726669194221,100,0.03778419442996226,94,100,100,100,100
38,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/081_03.jpg,2025,2025,0.3680746960367161,745.3512594743502,33.0,193.12690128513947,100,0.5366597224000065,100,0.025807139676985134,95,100,100,100,100
39,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/097_03.jpg,2025,2025,0.38070535135204914,770.9283364878995,40.0,209.02152999152983,100,0.28018168457009407,100,0.025942748571305005,95,100,100,100,100
40,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/118_03.jpg,2025,2025,0.4006990538399225,811.415584025843,54.0,207.00966161027364,100,0.4929656366906311,100,0.023415867742804977,95,100,100,100,100
41,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/042_03.jpg,2025,2025,0.3392461405985176,686.9734347119982,20.0,217.66488003350472,100,0.5822641455818348,100,0.06129350046920991,91,100,100,100,100
42,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/172_03.jpg,2025,2025,0.4019184295609353,813.884819860894,55.0,201.20139164528658,100,0.20273138897983273,100,0.01737608968569787,95,100,100,100,100
43,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/128_03.jpg,2025,2025,0.31031369489509353,628.3852321625644,12.0,164.1097193952875,99,0.37079165466403335,100,0.038226271193964656,94,100,100,100,100
44,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/063_03.jpg,2025,2025,0.36443248332608325,737.9757787353186,31.0,31.575306807693888,13,0.3143734614130321,100,0.027101160466640697,95,100,100,100,100
45,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/067_03.jpg,2025,2025,0.33526263798308015,678.9068419157373,18.0,199.0226117806718,100,0.3255233065207928,100,0.03400583310676933,94,100,100,100,100
46,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/006_03.jpg,2025,2025,0.37325306145970366,755.8374494558999,35.0,202.20039564748632,100,0.5292143175598742,100,0.030458571327757294,94,100,100,100,100
47,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/132_03.jpg,2025,2025,0.43628623518550946,883.4796262506567,86.0,203.03940504246953,100,0.225245714883685,100,0.024927247772544625,95,100,100,100,100
48,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/012_03.jpg,2025,2025,0.3595545008894921,728.0978643012215,28.0,189.44656238633627,100,0.31863848443321247,100,0.030246916829897767,94,100,100,100,100
49,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/018_03.jpg,2025,2025,0.4165868236258267,843.5883178422991,68.0,206.11889772653063,100,0.24182411691260033,100,0.02867129941623627,95,100,100,100,100
50,/home/jing/FIQA_repo/datasets/neutral_front/neutral_front_max/019_03.jpg,2025,2025,0.38444912261162467,778.50947328854,42.0,188.17013578142522,100,0.24919414169812873,100,0.035989095076636925,94,100,100,100,100
